ticker,date,open,high,low,close
HLT,2013-12-12,43.71,44.98,43.6,44.12
HLT,2013-12-13,45.12,45.92,44.22,45.35
HLT,2013-12-16,47.36,52.84,44.16,44.16
HLT,2013-12-17,44.34,45.12,44.28,44.75
HLT,2013-12-18,44.8,45.51,44.45,44.8
HLT,2013-12-19,44.63,45.99,44.22,45.72
HLT,2013-12-20,46.17,46.27,44.86,45.0
HLT,2013-12-23,45.16,45.53,44.24,44.24
HLT,2013-12-24,44.32,44.47,43.4,44.14
HLT,2013-12-26,44.24,45.06,44.22,44.53
HLT,2013-12-27,44.32,44.82,44.22,44.32
HLT,2013-12-30,44.57,45.08,44.32,44.92
HLT,2013-12-31,45.14,46.11,45.04,45.66
HLT,2014-01-02,45.66,45.86,44.67,44.86
HLT,2014-01-03,44.73,45.33,44.63,45.16
HLT,2014-01-06,45.12,45.39,44.65,45.14
HLT,2014-01-07,45.14,45.35,44.94,45.14
HLT,2014-01-08,45.21,45.21,44.73,45.21
HLT,2014-01-09,45.14,45.19,44.55,44.88
HLT,2014-01-10,44.65,44.86,44.26,44.51
HLT,2014-01-13,44.24,44.8,44.24,44.57
HLT,2014-01-14,44.55,45.37,44.41,45.35
HLT,2014-01-15,45.25,45.49,44.8,44.96
HLT,2014-01-16,44.94,45.21,44.51,45.06
HLT,2014-01-17,45.06,46.29,44.73,45.66
HLT,2014-01-21,46.19,46.35,44.82,44.98
HLT,2014-01-22,45.12,46.15,44.94,46.09
HLT,2014-01-23,46.03,46.5,45.35,46.5
HLT,2014-01-24,45.86,46.13,45.33,46.07
HLT,2014-01-27,46.07,46.07,44.92,45.12
HLT,2014-01-28,44.82,45.14,44.63,44.94
HLT,2014-01-29,44.75,44.9,44.24,44.45
HLT,2014-01-30,44.65,44.77,44.32,44.45
HLT,2014-01-31,44.14,44.51,43.79,44.43
HLT,2014-02-03,44.43,44.53,42.76,42.99
HLT,2014-02-04,43.09,43.26,42.76,43.15
